../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;128.438;1;1;0;1;1.41304e+06;811229
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;117.401;1;1;0;0;5.00987e+06;3.1651e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;127.175;1;1;1;1;1.39268e+06;801043
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;113.285;1;1;1;0;5.00805e+06;3.16389e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;125.486;1;1;2;1;1.39268e+06;801043
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;112.286;1;1;2;0;5.00805e+06;3.16389e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;123.507;1;1;5;1;1.3876e+06;795797
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;110.998;1;1;5;0;5.05315e+06;3.16356e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;584.928;1;1;10;1;1.41516e+06;558168
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;100.664;1;1;10;0;7.27247e+06;3.80881e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;610.258;1;1;20;1;1.41516e+06;558168
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;101.152;1;1;20;0;7.27247e+06;3.80881e+06
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;589.834;1;1;50;1;1.41516e+06;558168
../../benchmarks/FeatureIDE/Mixed-3CNF-FM-200-80-1,00-SAT-10.xml;1314954021387255212068992;101.462;1;1;50;0;7.27247e+06;3.80881e+06
